Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Delayed 
RU,1356,EWR,199,1/23/2004,2216,DCA,5,23,ontime
OH,1455,JFK,184,1/24/2004,5935,BWI,6,24,ontime
DH,1633,JFK,213,1/24/2004,6155,DCA,6,24,ontime
DH,1240,LGA,229,1/24/2004,7208,IAD,6,24,ontime
DH,1711,LGA,229,1/24/2004,7215,IAD,6,24,ontime
DH,2119,LGA,229,1/24/2004,7684,IAD,6,24,ontime
DH,832,JFK,228,1/24/2004,7800,IAD,6,24,ontime
DH,1305,JFK,228,1/24/2004,7806,IAD,6,24,ontime
DH,1644,JFK,228,1/24/2004,7810,IAD,6,24,ontime
DH,1715,JFK,228,1/24/2004,7812,IAD,6,24,delayed
DH,2125,JFK,228,1/24/2004,7814,IAD,6,24,ontime
DH,1751,JFK,228,1/24/2004,7818,IAD,6,24,ontime
DL,1511,JFK,213,1/24/2004,746,DCA,6,24,delayed
DL,730,LGA,214,1/24/2004,1742,DCA,6,24,ontime
DL,829,LGA,214,1/24/2004,1744,DCA,6,24,ontime
DL,1028,LGA,214,1/24/2004,1748,DCA,6,24,ontime
DL,1230,LGA,214,1/24/2004,1752,DCA,6,24,ontime
DL,1428,LGA,214,1/24/2004,1756,DCA,6,24,ontime
DL,1630,LGA,214,1/24/2004,1760,DCA,6,24,ontime
DL,1829,LGA,214,1/24/2004,1764,DCA,6,24,ontime
DL,2031,LGA,214,1/24/2004,1768,DCA,6,24,ontime
MQ,1525,JFK,213,1/24/2004,4752,DCA,6,24,ontime
MQ,550,JFK,213,1/24/2004,4760,DCA,6,24,ontime
MQ,1812,JFK,213,1/24/2004,4784,DCA,6,24,ontime
MQ,931,LGA,214,1/24/2004,4956,DCA,6,24,delayed
MQ,1319,LGA,214,1/24/2004,4964,DCA,6,24,ontime
UA,849,LGA,229,1/24/2004,846,IAD,6,24,ontime
US,657,LGA,214,1/24/2004,2160,DCA,6,24,ontime
US,919,LGA,214,1/24/2004,2164,DCA,6,24,ontime
US,1058,LGA,214,1/24/2004,2168,DCA,6,24,ontime
US,1259,LGA,214,1/24/2004,2172,DCA,6,24,ontime
US,1457,LGA,214,1/24/2004,2176,DCA,6,24,ontime
US,1656,LGA,214,1/24/2004,2180,DCA,6,24,ontime
US,1854,LGA,214,1/24/2004,2184,DCA,6,24,ontime
RU,1453,EWR,169,1/24/2004,2229,BWI,6,24,ontime
RU,1715,EWR,169,1/24/2004,3372,BWI,6,24,ontime
RU,654,EWR,169,1/24/2004,2703,BWI,6,24,delayed
RU,1029,EWR,169,1/24/2004,2303,BWI,6,24,ontime
CO,1252,EWR,199,1/24/2004,808,DCA,6,24,ontime
DH,824,EWR,213,1/24/2004,7299,IAD,6,24,ontime
DH,1658,EWR,213,1/24/2004,7302,IAD,6,24,ontime
DH,1240,EWR,213,1/24/2004,7303,IAD,6,24,ontime
DH,2118,EWR,213,1/24/2004,7304,IAD,6,24,ontime
RU,929,EWR,199,1/24/2004,2582,DCA,6,24,ontime
RU,1456,EWR,213,1/24/2004,2156,IAD,6,24,ontime
RU,1556,EWR,199,1/24/2004,2361,DCA,6,24,ontime
RU,659,EWR,213,1/24/2004,2855,IAD,6,24,delayed
RU,640,EWR,199,1/24/2004,2761,DCA,6,24,ontime
RU,1358,EWR,199,1/24/2004,2216,DCA,6,24,ontime
RU,1658,EWR,213,1/24/2004,2497,IAD,6,24,ontime
RU,1728,EWR,199,1/24/2004,2097,DCA,6,24,ontime
OH,1455,JFK,184,1/25/2004,5935,BWI,7,25,ontime
DH,1656,JFK,213,1/25/2004,6155,DCA,7,25,ontime
DH,1251,LGA,229,1/25/2004,7208,IAD,7,25,ontime
DH,1455,LGA,229,1/25/2004,7211,IAD,7,25,ontime
DH,1900,LGA,229,1/25/2004,7215,IAD,7,25,delayed
DH,2244,LGA,229,1/25/2004,7684,IAD,7,25,delayed
DH,901,JFK,228,1/25/2004,7800,IAD,7,25,ontime
DH,1326,JFK,228,1/25/2004,7806,IAD,7,25,delayed
DH,1452,JFK,228,1/25/2004,7808,IAD,7,25,ontime
DH,1641,JFK,228,1/25/2004,7810,IAD,7,25,ontime
DH,1715,JFK,228,1/25/2004,7812,IAD,7,25,delayed
DH,2122,JFK,228,1/25/2004,7814,IAD,7,25,delayed
DH,1600,JFK,228,1/25/2004,7816,IAD,7,25,ontime
DL,1535,JFK,213,1/25/2004,746,DCA,7,25,delayed
DL,826,LGA,214,1/25/2004,1744,DCA,7,25,ontime
DL,1026,LGA,214,1/25/2004,1748,DCA,7,25,ontime
DL,1128,LGA,214,1/25/2004,1750,DCA,7,25,ontime
DL,1229,LGA,214,1/25/2004,1752,DCA,7,25,ontime
DL,1330,LGA,214,1/25/2004,1754,DCA,7,25,ontime
DL,1429,LGA,214,1/25/2004,1756,DCA,7,25,ontime
DL,1530,LGA,214,1/25/2004,1758,DCA,7,25,ontime
DL,1633,LGA,214,1/25/2004,1760,DCA,7,25,ontime
DL,1729,LGA,214,1/25/2004,1762,DCA,7,25,ontime
DL,1829,LGA,214,1/25/2004,1764,DCA,7,25,ontime
DL,1930,LGA,214,1/25/2004,1766,DCA,7,25,ontime
DL,2031,LGA,214,1/25/2004,1768,DCA,7,25,ontime
MQ,1604,JFK,213,1/25/2004,4752,DCA,7,25,delayed
MQ,917,JFK,213,1/25/2004,4771,DCA,7,25,ontime
MQ,1852,JFK,213,1/25/2004,4784,DCA,7,25,ontime
MQ,1255,LGA,214,1/25/2004,4964,DCA,7,25,ontime
MQ,1528,LGA,214,1/25/2004,4968,DCA,7,25,delayed
MQ,1659,LGA,214,1/25/2004,4972,DCA,7,25,ontime
MQ,1859,LGA,214,1/25/2004,4976,DCA,7,25,ontime
UA,845,LGA,229,1/25/2004,846,IAD,7,25,ontime
US,859,LGA,214,1/25/2004,2164,DCA,7,25,ontime
US,954,LGA,214,1/25/2004,2166,DCA,7,25,ontime
US,1053,LGA,214,1/25/2004,2168,DCA,7,25,ontime
US,1156,LGA,214,1/25/2004,2170,DCA,7,25,ontime
US,1254,LGA,214,1/25/2004,2172,DCA,7,25,ontime
US,1356,LGA,214,1/25/2004,2174,DCA,7,25,ontime
US,1455,LGA,214,1/25/2004,2176,DCA,7,25,ontime
US,1600,LGA,214,1/25/2004,2178,DCA,7,25,ontime
US,1655,LGA,214,1/25/2004,2180,DCA,7,25,ontime
US,1754,LGA,214,1/25/2004,2182,DCA,7,25,ontime
US,1855,LGA,214,1/25/2004,2184,DCA,7,25,ontime
US,1953,LGA,214,1/25/2004,2186,DCA,7,25,ontime
US,2057,LGA,214,1/25/2004,2188,DCA,7,25,delayed
RU,1456,EWR,169,1/25/2004,2403,BWI,7,25,ontime
RU,1137,EWR,169,1/25/2004,2303,BWI,7,25,delayed
RU,1729,EWR,169,1/25/2004,3372,BWI,7,25,ontime
RU,1313,EWR,169,1/25/2004,2703,BWI,7,25,ontime
CO,1620,EWR,199,1/25/2004,810,DCA,7,25,ontime
CO,1251,EWR,199,1/25/2004,1767,DCA,7,25,ontime
CO,1856,EWR,199,1/25/2004,816,DCA,7,25,ontime
DH,830,EWR,213,1/25/2004,7299,IAD,7,25,ontime
DH,1720,EWR,213,1/25/2004,7302,IAD,7,25,ontime
DH,1238,EWR,213,1/25/2004,7303,IAD,7,25,ontime
DH,2120,EWR,213,1/25/2004,7304,IAD,7,25,delayed
DH,1521,EWR,213,1/25/2004,7307,IAD,7,25,delayed
RU,2244,EWR,199,1/25/2004,2879,DCA,7,25,delayed
RU,926,EWR,199,1/25/2004,2582,DCA,7,25,ontime
RU,840,EWR,213,1/25/2004,2254,IAD,7,25,ontime
RU,1859,EWR,213,1/25/2004,2385,IAD,7,25,delayed
RU,1456,EWR,213,1/25/2004,2156,IAD,7,25,ontime
RU,1655,EWR,213,1/25/2004,2497,IAD,7,25,ontime
RU,1356,EWR,199,1/25/2004,2216,DCA,7,25,ontime
RU,1736,EWR,199,1/25/2004,2097,DCA,7,25,ontime
OH,1500,JFK,184,1/26/2004,5935,BWI,1,26,ontime
DH,1243,LGA,229,1/26/2004,7208,IAD,1,26,ontime
DH,1612,LGA,229,1/26/2004,7211,IAD,1,26,delayed
DH,1947,LGA,229,1/26/2004,7215,IAD,1,26,delayed
DH,2150,LGA,229,1/26/2004,7684,IAD,1,26,delayed
DH,1001,LGA,229,1/26/2004,7790,IAD,1,26,delayed
DH,1035,LGA,229,1/26/2004,7792,IAD,1,26,delayed
DH,839,JFK,228,1/26/2004,7800,IAD,1,26,ontime
DH,1235,JFK,228,1/26/2004,7806,IAD,1,26,ontime
DH,1459,JFK,228,1/26/2004,7808,IAD,1,26,delayed
DH,1759,JFK,228,1/26/2004,7810,IAD,1,26,delayed
DH,1829,JFK,228,1/26/2004,7812,IAD,1,26,delayed
DH,2120,JFK,228,1/26/2004,7814,IAD,1,26,ontime
DH,1635,JFK,228,1/26/2004,7816,IAD,1,26,ontime
DL,1509,JFK,213,1/26/2004,746,DCA,1,26,delayed
DL,741,LGA,214,1/26/2004,1742,DCA,1,26,delayed
DL,929,LGA,214,1/26/2004,1746,DCA,1,26,ontime
DL,1033,LGA,214,1/26/2004,1748,DCA,1,26,ontime
DL,1129,LGA,214,1/26/2004,1750,DCA,1,26,ontime
DL,1229,LGA,214,1/26/2004,1752,DCA,1,26,ontime
DL,1328,LGA,214,1/26/2004,1754,DCA,1,26,ontime
DL,1433,LGA,214,1/26/2004,1756,DCA,1,26,delayed
DL,1540,LGA,214,1/26/2004,1758,DCA,1,26,delayed
DL,1634,LGA,214,1/26/2004,1760,DCA,1,26,ontime
DL,1730,LGA,214,1/26/2004,1762,DCA,1,26,ontime
DL,1931,LGA,214,1/26/2004,1766,DCA,1,26,ontime
DL,2031,LGA,214,1/26/2004,1768,DCA,1,26,ontime
MQ,1619,JFK,213,1/26/2004,4752,DCA,1,26,delayed
MQ,1956,JFK,213,1/26/2004,4784,DCA,1,26,delayed
MQ,1017,LGA,214,1/26/2004,4954,DCA,1,26,delayed
MQ,920,LGA,214,1/26/2004,4956,DCA,1,26,delayed
MQ,1607,LGA,214,1/26/2004,4964,DCA,1,26,delayed
MQ,2010,LGA,214,1/26/2004,4976,DCA,1,26,delayed
UA,929,LGA,229,1/26/2004,846,IAD,1,26,delayed
US,646,LGA,214,1/26/2004,1479,DCA,1,26,delayed
US,729,LGA,214,1/26/2004,2160,DCA,1,26,delayed
US,801,LGA,214,1/26/2004,2162,DCA,1,26,ontime
US,925,LGA,214,1/26/2004,2164,DCA,1,26,delayed
US,956,LGA,214,1/26/2004,2166,DCA,1,26,ontime
US,1100,LGA,214,1/26/2004,2168,DCA,1,26,delayed
US,1358,LGA,214,1/26/2004,2174,DCA,1,26,ontime
US,1559,LGA,214,1/26/2004,2178,DCA,1,26,ontime
US,1703,LGA,214,1/26/2004,2180,DCA,1,26,ontime
US,1756,LGA,214,1/26/2004,2182,DCA,1,26,ontime
US,1900,LGA,214,1/26/2004,2184,DCA,1,26,ontime
US,1955,LGA,214,1/26/2004,2186,DCA,1,26,ontime
US,2118,LGA,214,1/26/2004,2188,DCA,1,26,delayed
RU,1737,EWR,169,1/26/2004,3372,BWI,1,26,delayed
RU,1504,EWR,169,1/26/2004,2403,BWI,1,26,ontime
CO,750,EWR,199,1/26/2004,806,DCA,1,26,delayed
CO,1922,EWR,199,1/26/2004,816,DCA,1,26,delayed
CO,1254,EWR,199,1/26/2004,808,DCA,1,26,ontime
DH,840,EWR,213,1/26/2004,7299,IAD,1,26,ontime
DH,1501,EWR,213,1/26/2004,7303,IAD,1,26,delayed
DH,2150,EWR,213,1/26/2004,7304,IAD,1,26,delayed
DH,632,EWR,213,1/26/2004,7305,IAD,1,26,ontime
DH,1457,EWR,213,1/26/2004,7307,IAD,1,26,delayed
RU,1500,EWR,213,1/26/2004,2156,IAD,1,26,delayed
RU,2055,EWR,199,1/26/2004,2879,DCA,1,26,ontime
RU,856,EWR,199,1/26/2004,2582,DCA,1,26,ontime
RU,1939,EWR,213,1/26/2004,2385,IAD,1,26,delayed
RU,1258,EWR,213,1/26/2004,2692,IAD,1,26,ontime
RU,1754,EWR,213,1/26/2004,2497,IAD,1,26,delayed
RU,1358,EWR,199,1/26/2004,2216,DCA,1,26,ontime
RU,1755,EWR,199,1/26/2004,2261,DCA,1,26,delayed
OH,1515,JFK,184,1/27/2004,5935,BWI,2,27,ontime
DH,1941,JFK,213,1/27/2004,6155,DCA,2,27,delayed
DH,1409,LGA,229,1/27/2004,7208,IAD,2,27,delayed
DH,1520,LGA,229,1/27/2004,7211,IAD,2,27,delayed
DH,1735,LGA,229,1/27/2004,7215,IAD,2,27,delayed
DH,845,LGA,229,1/27/2004,7790,IAD,2,27,delayed
DH,1031,LGA,229,1/27/2004,7792,IAD,2,27,ontime
DH,837,JFK,228,1/27/2004,7800,IAD,2,27,delayed
DH,1342,JFK,228,1/27/2004,7806,IAD,2,27,delayed
DH,1512,JFK,228,1/27/2004,7808,IAD,2,27,delayed
DH,1915,JFK,228,1/27/2004,7812,IAD,2,27,delayed
DH,2155,JFK,228,1/27/2004,7814,IAD,2,27,delayed
DL,1505,JFK,213,1/27/2004,746,DCA,2,27,delayed
DL,731,LGA,214,1/27/2004,1742,DCA,2,27,ontime
DL,842,LGA,214,1/27/2004,1744,DCA,2,27,delayed
DL,1032,LGA,214,1/27/2004,1748,DCA,2,27,ontime
DL,1231,LGA,214,1/27/2004,1752,DCA,2,27,ontime
DL,1430,LGA,214,1/27/2004,1756,DCA,2,27,ontime
DL,1750,LGA,214,1/27/2004,1760,DCA,2,27,delayed
DL,1927,LGA,214,1/27/2004,1764,DCA,2,27,delayed
DL,2030,LGA,214,1/27/2004,1768,DCA,2,27,delayed
MQ,1551,JFK,213,1/27/2004,4752,DCA,2,27,delayed
MQ,1915,JFK,213,1/27/2004,4784,DCA,2,27,delayed
MQ,700,LGA,214,1/27/2004,4952,DCA,2,27,delayed
MQ,810,LGA,214,1/27/2004,4954,DCA,2,27,ontime
MQ,1612,LGA,214,1/27/2004,4966,DCA,2,27,delayed
MQ,1459,LGA,214,1/27/2004,4968,DCA,2,27,ontime
MQ,1855,LGA,214,1/27/2004,4970,DCA,2,27,delayed
UA,1026,LGA,229,1/27/2004,846,IAD,2,27,delayed
US,625,LGA,214,1/27/2004,1479,DCA,2,27,ontime
US,657,LGA,214,1/27/2004,2160,DCA,2,27,ontime
US,757,LGA,214,1/27/2004,2162,DCA,2,27,ontime
US,858,LGA,214,1/27/2004,2164,DCA,2,27,ontime
US,956,LGA,214,1/27/2004,2166,DCA,2,27,ontime
US,1057,LGA,214,1/27/2004,2168,DCA,2,27,ontime
US,1156,LGA,214,1/27/2004,2170,DCA,2,27,ontime
US,1300,LGA,214,1/27/2004,2172,DCA,2,27,ontime
US,1357,LGA,214,1/27/2004,2174,DCA,2,27,ontime
US,1457,LGA,214,1/27/2004,2176,DCA,2,27,ontime
US,1559,LGA,214,1/27/2004,2178,DCA,2,27,ontime
US,1657,LGA,214,1/27/2004,2180,DCA,2,27,ontime
RU,657,EWR,169,1/27/2004,2703,BWI,2,27,delayed
CO,1813,EWR,199,1/27/2004,814,DCA,2,27,delayed
CO,1257,EWR,199,1/27/2004,808,DCA,2,27,delayed
DH,840,EWR,213,1/27/2004,7299,IAD,2,27,delayed
DH,1824,EWR,213,1/27/2004,7302,IAD,2,27,delayed
DH,1348,EWR,213,1/27/2004,7303,IAD,2,27,delayed
DH,2150,EWR,213,1/27/2004,7304,IAD,2,27,delayed
DH,1444,EWR,213,1/27/2004,7307,IAD,2,27,delayed
RU,1456,EWR,213,1/27/2004,2156,IAD,2,27,delayed
RU,711,EWR,213,1/27/2004,2855,IAD,2,27,delayed
RU,641,EWR,199,1/27/2004,2761,DCA,2,27,ontime
OH,1500,JFK,184,1/28/2004,5935,BWI,3,28,ontime
DH,1631,JFK,213,1/28/2004,6155,DCA,3,28,ontime
DH,1238,LGA,229,1/28/2004,7208,IAD,3,28,ontime
DH,1552,LGA,229,1/28/2004,7211,IAD,3,28,delayed
DH,1744,LGA,229,1/28/2004,7215,IAD,3,28,ontime
DH,2151,LGA,229,1/28/2004,7684,IAD,3,28,delayed
DH,640,LGA,229,1/28/2004,7790,IAD,3,28,ontime
DH,1038,LGA,229,1/28/2004,7792,IAD,3,28,ontime
DH,912,JFK,228,1/28/2004,7800,IAD,3,28,delayed
DH,1331,JFK,228,1/28/2004,7806,IAD,3,28,delayed
DH,1451,JFK,228,1/28/2004,7808,IAD,3,28,ontime
DH,1642,JFK,228,1/28/2004,7810,IAD,3,28,ontime
DH,1832,JFK,228,1/28/2004,7812,IAD,3,28,delayed
DH,2118,JFK,228,1/28/2004,7814,IAD,3,28,ontime
DH,1610,JFK,228,1/28/2004,7816,IAD,3,28,ontime
DL,1451,JFK,213,1/28/2004,746,DCA,3,28,ontime
DL,729,LGA,214,1/28/2004,1742,DCA,3,28,ontime
DL,931,LGA,214,1/28/2004,1746,DCA,3,28,ontime
DL,1130,LGA,214,1/28/2004,1750,DCA,3,28,ontime
DL,1329,LGA,214,1/28/2004,1754,DCA,3,28,ontime
DL,1529,LGA,214,1/28/2004,1758,DCA,3,28,ontime
DL,1729,LGA,214,1/28/2004,1762,DCA,3,28,ontime
DL,1830,LGA,214,1/28/2004,1764,DCA,3,28,ontime
DL,2030,LGA,214,1/28/2004,1768,DCA,3,28,delayed
MQ,1529,JFK,213,1/28/2004,4752,DCA,3,28,ontime
MQ,1833,JFK,213,1/28/2004,4784,DCA,3,28,ontime
MQ,756,LGA,214,1/28/2004,4954,DCA,3,28,delayed
MQ,1424,LGA,214,1/28/2004,4966,DCA,3,28,delayed
MQ,1513,LGA,214,1/28/2004,4968,DCA,3,28,ontime
MQ,1551,LGA,214,1/28/2004,4970,DCA,3,28,ontime
MQ,1719,LGA,214,1/28/2004,4972,DCA,3,28,delayed
MQ,1941,LGA,214,1/28/2004,4976,DCA,3,28,delayed
UA,849,LGA,229,1/28/2004,846,IAD,3,28,ontime
US,628,LGA,214,1/28/2004,1479,DCA,3,28,ontime
US,657,LGA,214,1/28/2004,2160,DCA,3,28,ontime
US,830,LGA,214,1/28/2004,2162,DCA,3,28,delayed
US,921,LGA,214,1/28/2004,2164,DCA,3,28,delayed
US,1005,LGA,214,1/28/2004,2166,DCA,3,28,ontime
US,1056,LGA,214,1/28/2004,2168,DCA,3,28,ontime
US,1257,LGA,214,1/28/2004,2172,DCA,3,28,ontime
US,1458,LGA,214,1/28/2004,2176,DCA,3,28,delayed
US,1555,LGA,214,1/28/2004,2178,DCA,3,28,delayed
US,1656,LGA,214,1/28/2004,2180,DCA,3,28,ontime
US,1758,LGA,214,1/28/2004,2182,DCA,3,28,ontime
US,1855,LGA,214,1/28/2004,2184,DCA,3,28,ontime
US,1956,LGA,214,1/28/2004,2186,DCA,3,28,delayed
US,2054,LGA,214,1/28/2004,2188,DCA,3,28,ontime
RU,1454,EWR,169,1/28/2004,2403,BWI,3,28,ontime
RU,1022,EWR,169,1/28/2004,2303,BWI,3,28,ontime
RU,1848,EWR,169,1/28/2004,3372,BWI,3,28,delayed
CO,1723,EWR,199,1/28/2004,814,DCA,3,28,ontime
CO,1937,EWR,199,1/28/2004,816,DCA,3,28,delayed
CO,1256,EWR,199,1/28/2004,808,DCA,3,28,ontime
DH,836,EWR,213,1/28/2004,7299,IAD,3,28,ontime
DH,1715,EWR,213,1/28/2004,7302,IAD,3,28,delayed
DH,1354,EWR,213,1/28/2004,7303,IAD,3,28,delayed
DH,2116,EWR,213,1/28/2004,7304,IAD,3,28,ontime
DH,627,EWR,213,1/28/2004,7305,IAD,3,28,ontime
DH,1425,EWR,213,1/28/2004,7307,IAD,3,28,ontime
RU,1355,EWR,199,1/28/2004,2216,DCA,3,28,ontime
RU,1650,EWR,213,1/28/2004,2497,IAD,3,28,ontime
RU,2120,EWR,199,1/28/2004,2879,DCA,3,28,delayed
RU,1855,EWR,213,1/28/2004,2385,IAD,3,28,ontime
RU,1628,EWR,199,1/28/2004,2181,DCA,3,28,ontime
RU,911,EWR,199,1/28/2004,2582,DCA,3,28,delayed
RU,700,EWR,213,1/28/2004,2855,IAD,3,28,ontime
RU,1523,EWR,199,1/28/2004,2261,DCA,3,28,ontime
RU,1453,EWR,213,1/28/2004,2156,IAD,3,28,ontime
OH,1455,JFK,184,1/29/2004,5935,BWI,4,29,ontime
DH,1636,JFK,213,1/29/2004,6155,DCA,4,29,ontime
DH,1321,LGA,229,1/29/2004,7208,IAD,4,29,delayed
DH,1609,LGA,229,1/29/2004,7211,IAD,4,29,delayed
DH,1939,LGA,229,1/29/2004,7215,IAD,4,29,delayed
DH,2120,LGA,229,1/29/2004,7684,IAD,4,29,ontime
DH,721,LGA,229,1/29/2004,7790,IAD,4,29,delayed
DH,837,JFK,228,1/29/2004,7800,IAD,4,29,ontime
DH,1232,JFK,228,1/29/2004,7806,IAD,4,29,ontime
DH,1450,JFK,228,1/29/2004,7808,IAD,4,29,ontime
DH,1644,JFK,228,1/29/2004,7810,IAD,4,29,ontime
DH,1737,JFK,228,1/29/2004,7812,IAD,4,29,ontime
DH,2115,JFK,228,1/29/2004,7814,IAD,4,29,ontime
DH,1613,JFK,228,1/29/2004,7816,IAD,4,29,ontime
DL,1500,JFK,213,1/29/2004,746,DCA,4,29,delayed
DL,630,LGA,214,1/29/2004,1740,DCA,4,29,ontime
DL,728,LGA,214,1/29/2004,1742,DCA,4,29,ontime
DL,834,LGA,214,1/29/2004,1744,DCA,4,29,delayed
DL,1032,LGA,214,1/29/2004,1748,DCA,4,29,ontime
DL,1128,LGA,214,1/29/2004,1750,DCA,4,29,ontime
DL,1230,LGA,214,1/29/2004,1752,DCA,4,29,ontime
DL,1329,LGA,214,1/29/2004,1754,DCA,4,29,ontime
DL,1430,LGA,214,1/29/2004,1756,DCA,4,29,ontime
DL,1531,LGA,214,1/29/2004,1758,DCA,4,29,ontime
DL,1629,LGA,214,1/29/2004,1760,DCA,4,29,ontime
DL,1730,LGA,214,1/29/2004,1762,DCA,4,29,ontime
DL,1829,LGA,214,1/29/2004,1764,DCA,4,29,ontime
DL,1928,LGA,214,1/29/2004,1766,DCA,4,29,ontime
DL,2031,LGA,214,1/29/2004,1768,DCA,4,29,ontime
MQ,1633,JFK,213,1/29/2004,4752,DCA,4,29,delayed
MQ,559,JFK,213,1/29/2004,4760,DCA,4,29,ontime
MQ,1829,JFK,213,1/29/2004,4784,DCA,4,29,ontime
MQ,650,LGA,214,1/29/2004,4952,DCA,4,29,delayed
MQ,749,LGA,214,1/29/2004,4954,DCA,4,29,ontime
MQ,855,LGA,214,1/29/2004,4956,DCA,4,29,ontime
MQ,1257,LGA,214,1/29/2004,4964,DCA,4,29,ontime
MQ,1428,LGA,214,1/29/2004,4966,DCA,4,29,delayed
MQ,1527,LGA,214,1/29/2004,4968,DCA,4,29,delayed
MQ,1654,LGA,214,1/29/2004,4972,DCA,4,29,ontime
MQ,1902,LGA,214,1/29/2004,4976,DCA,4,29,ontime
UA,848,LGA,229,1/29/2004,846,IAD,4,29,ontime
US,632,LGA,214,1/29/2004,1479,DCA,4,29,ontime
US,657,LGA,214,1/29/2004,2160,DCA,4,29,delayed
US,755,LGA,214,1/29/2004,2162,DCA,4,29,ontime
US,858,LGA,214,1/29/2004,2164,DCA,4,29,ontime
US,958,LGA,214,1/29/2004,2166,DCA,4,29,ontime
US,1058,LGA,214,1/29/2004,2168,DCA,4,29,ontime
US,1155,LGA,214,1/29/2004,2170,DCA,4,29,ontime
US,1256,LGA,214,1/29/2004,2172,DCA,4,29,ontime
US,1356,LGA,214,1/29/2004,2174,DCA,4,29,ontime
US,1457,LGA,214,1/29/2004,2176,DCA,4,29,ontime
US,1556,LGA,214,1/29/2004,2178,DCA,4,29,ontime
US,1659,LGA,214,1/29/2004,2180,DCA,4,29,ontime
US,1758,LGA,214,1/29/2004,2182,DCA,4,29,ontime
US,1857,LGA,214,1/29/2004,2184,DCA,4,29,ontime
US,2001,LGA,214,1/29/2004,2186,DCA,4,29,ontime
US,2055,LGA,214,1/29/2004,2188,DCA,4,29,ontime
RU,1718,EWR,169,1/29/2004,3372,BWI,4,29,ontime
RU,659,EWR,169,1/29/2004,2703,BWI,4,29,ontime
RU,1030,EWR,169,1/29/2004,2303,BWI,4,29,ontime
RU,1451,EWR,169,1/29/2004,2403,BWI,4,29,ontime
CO,1255,EWR,199,1/29/2004,808,DCA,4,29,ontime
CO,1728,EWR,199,1/29/2004,814,DCA,4,29,ontime
CO,732,EWR,199,1/29/2004,806,DCA,4,29,ontime
CO,1852,EWR,199,1/29/2004,816,DCA,4,29,ontime
DH,913,EWR,213,1/29/2004,7299,IAD,4,29,delayed
DH,1659,EWR,213,1/29/2004,7302,IAD,4,29,ontime
DH,1237,EWR,213,1/29/2004,7303,IAD,4,29,ontime
DH,2211,EWR,213,1/29/2004,7304,IAD,4,29,delayed
DH,627,EWR,213,1/29/2004,7305,IAD,4,29,ontime
DH,1427,EWR,213,1/29/2004,7307,IAD,4,29,ontime
RU,2057,EWR,199,1/29/2004,2879,DCA,4,29,ontime
RU,1633,EWR,199,1/29/2004,2181,DCA,4,29,ontime
RU,1452,EWR,213,1/29/2004,2156,IAD,4,29,ontime
RU,640,EWR,199,1/29/2004,2761,DCA,4,29,ontime
RU,654,EWR,213,1/29/2004,2855,IAD,4,29,ontime
RU,1855,EWR,213,1/29/2004,2385,IAD,4,29,ontime
RU,1405,EWR,199,1/29/2004,2216,DCA,4,29,delayed
RU,1259,EWR,213,1/29/2004,2692,IAD,4,29,ontime
RU,1620,EWR,199,1/29/2004,2261,DCA,4,29,delayed
RU,857,EWR,199,1/29/2004,2582,DCA,4,29,ontime
RU,1659,EWR,213,1/29/2004,2497,IAD,4,29,ontime
OH,1455,JFK,184,1/30/2004,5935,BWI,5,30,ontime
DH,1640,JFK,213,1/30/2004,6155,DCA,5,30,ontime
DH,1237,LGA,229,1/30/2004,7208,IAD,5,30,ontime
DH,1528,LGA,229,1/30/2004,7211,IAD,5,30,delayed
DH,1709,LGA,229,1/30/2004,7215,IAD,5,30,ontime
DH,2127,LGA,229,1/30/2004,7684,IAD,5,30,ontime
DH,632,LGA,229,1/30/2004,7790,IAD,5,30,ontime
DH,1030,LGA,229,1/30/2004,7792,IAD,5,30,ontime
DH,831,JFK,228,1/30/2004,7800,IAD,5,30,ontime
DH,1241,JFK,228,1/30/2004,7806,IAD,5,30,ontime
DH,1459,JFK,228,1/30/2004,7808,IAD,5,30,ontime
DH,1641,JFK,228,1/30/2004,7810,IAD,5,30,ontime
DH,1714,JFK,228,1/30/2004,7812,IAD,5,30,ontime
DH,2214,JFK,228,1/30/2004,7814,IAD,5,30,delayed
DH,1609,JFK,228,1/30/2004,7816,IAD,5,30,ontime
DL,1510,JFK,213,1/30/2004,746,DCA,5,30,delayed
DL,630,LGA,214,1/30/2004,1740,DCA,5,30,ontime
DL,730,LGA,214,1/30/2004,1742,DCA,5,30,ontime
DL,830,LGA,214,1/30/2004,1744,DCA,5,30,ontime
DL,931,LGA,214,1/30/2004,1746,DCA,5,30,ontime
DL,1031,LGA,214,1/30/2004,1748,DCA,5,30,ontime
DL,1131,LGA,214,1/30/2004,1750,DCA,5,30,ontime
DL,1231,LGA,214,1/30/2004,1752,DCA,5,30,ontime
DL,1331,LGA,214,1/30/2004,1754,DCA,5,30,ontime
DL,1432,LGA,214,1/30/2004,1756,DCA,5,30,ontime
DL,1531,LGA,214,1/30/2004,1758,DCA,5,30,ontime
DL,1632,LGA,214,1/30/2004,1760,DCA,5,30,ontime
DL,1730,LGA,214,1/30/2004,1762,DCA,5,30,ontime
DL,1830,LGA,214,1/30/2004,1764,DCA,5,30,ontime
